Text,Sentiment
"Nahas , nyawanya tidak dapat diselamatkan .",0
"Sebelum dilarikan ke rumah sakit , Budiman diketahui sudah terlihat kelelahan saat bertugas .",1
"Manja mengungkapkan , selain PPS yang meninggal dunia , di waktu yang sama ada anggota Kelompok Panitia Pemungutan Suara ( KPPS ) di Kecamatan Banjarharjo yang dilarikan ke rumah sakit karena kelelahan .",0
""" Ini kami mau menjenguk ke Banjarharjo . Masuk RS tadi barusan , "" jelasnya .",1
Baca selengkapnya di sini .,1
Presiden Joko Widodo ( Jokowi ) menitipkan pesan khusus untuk pemerintah baru usai Pemilu 2024 .,1
Jabatan Jokowi sebagai presiden sendiri bakal kelar bulan Oktober mendatang .,1
"Pesan ini diberikan Jokowi usai melakukan peresmian Bendungan Lolak , di Sulawesi Utara .",1
Awalnya Jokowi bicara soal pengelolaan air di Indonesia .,1
"Menurutnya , Indonesia belum optimal melalukan pengelolaan air .",0
Sampai saat ini saja jumlah bendungan di dalam negeri masih kalah bila dibandingkan dengan negara lain macam China hingga Korea Selatan .,0
""" Saya sampaikan tadi kita ini masih sangat kurang sekali bendungan yang dimiliki , sebagai perbandingan Korea memiliki 20 ribu , RRT China 98 ribu , kita 292 bendungan saja , "" papar Jokowi dalam keterangan pers yang disiarkan virtual , Jumat ( 23/2/2024 ) .",0
Jokowi lantas melanjutkan pernyataannya dengan memberikan pesan kepada Presiden baru yang akan segera menjalankan pemerintahan baru .,1
"Pesan itu adalah kebijakan pengelolaan air , energi , dan pangan harus menjadi konsentrasi utama .",1
"Pasalnya , urusan energi hingga pangan ini bila tidak bisa dipenuhi di dalam negeri , maka harus berebut dengan negara lain di dunia .",0
""" Maka ini sehingga pemerintah yang akan datang urusan pengelolaan air , energi , betul-betul harus konsentrasi . Karena nanti pangan dan energi itu nanti akan jadi rebutan semua negara , "" pesan Jokowi .",1
"Bicara soal pemerintahan berikutnya , sejauh ini hasil Pemilu 2024 memang belum diumumkan secara resmi .",1
Namun dari hasil beberapa hitungan cepat hingga hitungan asli KPU sementara ada satu pasangan calon presiden dan wakil presiden yang unggul dengan selisih suara yang besar .,1
Pasangan calon itu adalah Prabowo Subianto-Gibran Rakabumi Raka yang memimpin kontestasi suara yang ada dengan telak .,1
Banyak anggapan Pemilu hanya akan berjalan satu putaran .,1
Eks Gubernur Jawa Barat Ridwan Kamil dan Bendahara Umum Partai NasDem Ahmad Sahroni sahut-sahutan di media sosial .,1
Ini berawal dari pernyataan Ahmad Sahroni saat menjawab pertanyaan wartawan tentang munculnya baliho ' OTW Jakarta ' Ridwan Kamil .,1
"Diwawancara di NasDem Tower , Kamis ( 22/2/2024 ) , Sahroni menjawab pertanyaan wartawan tentang baliho Ridwan Kamil ' OTW Jakarta ' yang mejeng di Jakarta dan baru-baru ini menjadi perbincangan di media sosial .",1
Sahroni sendiri sempat mengunggah gambar baliho ' Dari Tanjung Priok untuk Jakarta ' di akun Instagramnya .,1
""" Itu kan Ridwan Kamil mau bilang mau OTW Jakarta , nah saya sudah di Jakarta , "" kata Sahroni .",1
Sahroni kemudian ditanya apakah gambar baliho ' Dari Tanjung Priok untuk Jakarta ' merupakan kode maju Pilgub DKI 2024 .,1
"Sahroni menegaskan dirinya selama ini sudah di Jakarta , berbeda dengan Ridwan Kamil yang tengah menuju Jakarta .",1
""" Mungkin Ridwan Kamil mau maju gubernur Jakarta , dia kan OTW dari Bandung ke Jakarta , kalau gua kan udah di Jakarta . Lebih mudah Jakarta , "" ujar dia .",1
Sahroni tak menjawab pasti saat ditegaskan apakah balihonya merupakan sinyal dirinya siap maju di Pilgub Jakarta .,0
Saat itulah Sahroni mengucap RK gampang lawannya .,1
""" Antara maju dan tidak , sama kaya Ridwan Kamil , kalau Ridwan Kamil kan baru mau maju Jakarta , kalau gua kan udah di Jakarta . Jadi gua anytime gampang gitu , "" katanya .",1
""" Kalau Ridwan Kamil doang mah gampang lah lawannya , terlalu mudah , ha-ha-ha . Wakilnya? Ya nggak tahu , maju aja belum , ngawur ini , "" imbuh anggota DPR RI itu .",0
"Sehari berselang , Ridwan Kamil mengunggah video di Instagram dan menandai langsung akun Sahroni .",1
"Video itu menampilkan baliho ' OTW Jakarta ' , potongan wawancara Ahmad Sahroni yang berbicara ' gampang lah lawannya ' , dan rekaman Mandra yang berkata 'sombong amat' .",0
""" Bang @ahmadsahroni88 ada salam dari Mandra . Hatur Nuhun . #ridwankamil , "" demikian tulis Ridwan Kamil di IG , Jumat ( 23/2 ) .",1
Unggahan Ridwan Kamil direspons langsung Ahmad Sahroni .,1
Dua orang ini tampak santai saling sahut di media sosial Instagram .,1
""" @ridwankamil nuhunn kangg , "" kata Sahroni yang ternyata mengunggah ulang video ini ke Instagram resminya .",1
"Dikonfirmasi , Sahroni menyebut dirinya tidak ingin maju menjadi gubernur DKI Jakarta .",0
"Sahroni memilih mengabdi di Partai NasDem bersama ketua umumnya , Surya Paloh .",1
""" Kang RK welcome to Jakarta yang menyala ini . Biarin aja Kang RK maju gubernur DKI . Saya tidak mau maju gubernur DKI . Saya mengabdi sama Pak Surya Paloh aja jadi DPR RI , "" ujar Sahroni , Jumat ( 23/2 ) .",0
"Sementara itu , Ridwan Kamil juga sudah buka suara soal baliho ' OTW Jakarta ' .",1
RK meminta semua pihak bersabar .,1
""" Terima kasih atas dukungan dan antusiasme masyarakat . Namun saya harap masyarakat bersabar . Mohon tunggu di 29 Februari 2024 , "" kata Ridwan Kamil .",2
Massa yang hendak menggelar demonstrasi mulai berdatangan ke depan kantor KPU RI .,1
Arus lalu lintas di jalan sekitar lokasi demo pun macet .,0
"Pantauan detikcom di Jalan Imam Bonjol , Menteng , Jakarta Pusat , Jumat ( 23/2/2024 ) , massa mulai berdatangan pukul 13.52 WIB .",1
Jalan Imam Bonjol telah ditutup untuk massa aksi .,1
Polisi pun mengerahkan ratusan personel untuk mengawal aksi tersebut .,1
Polisi mengatakan personel pengamanan berasal dari kepolisian dan dibantu TNI hingga Pemprov DKI .,1
""" Dalam rangka pengamanan aksi hari ini di KPU RI , kami melibatkan sejumlah 967 personel gabungan dari Polda Metro Jaya , Polres Metro Jakarta Pusat , TNI , Pemda DKI serta instansi terkait , "" kata Kapolres Metro Jakarta Pusat Kombes Polisi Susatyo Purnomo Condro , dilansir Antara , Jumat ( 23/2 ) .",1
"Simak juga Video : 957 Personel Gabungan Amankan Demo di KPU , Jalan Imam Bonjol Ditutup .",1
Wakil Ketua Umum ( Waketum ) NasDem Ahmad Ali turut merespons usulan hak angket yang dilontarkan calon presiden ( capres ) nomor urut 03 Ganjar Pranowo .,1
Ganjar berkeinginan agar partai pengusungnya di DPR menggulirkan hak angket untuk mengusut dugaan kecurangan Pemilu 2024 .,0
Ali menilai Ganjar tidak pantas melontarkan pernyataan tersebut saat pemilu sudah selesai .,0
"Menurutnya , Ganjar seharusnya sudah berbicara terkait dugaan kecurangan itu sebelum pencoblosan .",0
""" Pak Ganjar menurut saya tidak pantas bicara itu karena dia kan menjadi orang yang kalah . Kenapa inisiatif itu nggak dilaporkan di awal ? Menurut saya kalau terjadi kecurangan bukan baru sekarang , ini sudah terjadi sebelum pencoblosan . Aneh saja kalau baru sekarang dia bicara , aneh aja menurut saya kalau baru sekarang kita bicara tentang kecurangan , "" ujar Ahmad Ali , Jumat ( 23/2/2024 ) , seperti dikutip dari detikNews .",0
"Meski begitu , Ali menyebut hak angket adalah mekanisme yang bisa ditempuh oleh DPR .",1
Dia menegaskan hak angket dilakukan oleh DPR dan bukan seorang capres .,0
""" Hak angket adalah hal yang sah kalau dilakukan parpol , ini hak DPR bukan hak capres . Kecuali Pak Muhaimin kan ketua partai , kecuali lain-lain harus konsul sama parpol dan pengusungnya , "" imbuh Ali .",0
Ahmad Ali menjelaskan sikap NasDem saat ini masih ingin mendengar sikap PDIP terkait wacana hak angket tersebut .,1
""" Sampai hari ini kami belum dengar sikap PDIP . Kemarin Pak Sekjen NasDem kan sudah menyampaikan pernyataannya kan , mendukung ( angket ) tapi menunggu PDIP , "" katanya .",0
"Sebelumnya , Ganjar mengungkapkan hak angket yang merupakan hak penyelidikan DPR menjadi salah satu upaya untuk meminta pertanggungjawaban KPU dan Bawaslu terkait penyelenggaraan Pilpres 2024 .",1
"Ia menduga pelaksanaan Pilpres sarat kecurangan yang terstruktur , sistematis , dan masif ( TSM ) .",0
""" Jika DPR tak siap dengan hak angket , saya mendorong penggunaan hak interpelasi DPR untuk mengkritisi kecurangan pada Pilpres 2024 , "" kata Ganjar dalam keterangan tertulis , Senin ( 19/2/2024 ) .",0
"Diketahui , partai pengusung Ganjar yang berada di DPR ialah PDIP dan PPP .",1
"Menurutnya , usulan untuk mengajukan hak angket di DPR , dalam hal ini PDIP dan PPP , telah disampaikan dalam rapat TPN , pada Kamis ( 15/2/2024 ) .",1
Artikel ini telah tayang di detikNews .,1
Baca selengkapnya di sini!,1
Penetapan insentif Pajak Pertambahan Nilai Ditanggung Pemerintah ( PPN DTP ) untuk perumahan dan apartemen yang berlaku hingga Desember 2024 berdampak positif industri properti .,2
Pengembang kian begairah memasarkan dan membangun properti baru .,2
Kebijakan ini setidaknya berpengaruh pada penjualan properti di kawasan pinggiran Jakarta .,1
"Department Head Sales Royal Tajur , Frans Hartono mengungkapkan permintaan rumah di Royal Tajur sejak awal 2024 , mengalami peningkatan dibanding awal tahun lalu .",2
Kawasan perumahan eksklusif di Kota Bogor ini memiliki daya tarik pemandangan pegunungan di sekitarnya .,1
""" Dibanding awal tahun lalu , di awal tahun ini permintaan rumah secara umum di Kota Bogor malah cukup baik , padahal prediksi kita jelang pemilu penjualan akan turun ternyata malah sebaliknya , "" kata Frans dalam pernyataan tertulisnya seperti yang dikutip pada Jumat ( 23/2/2024 ) .",2
"Pada pemasaran tahap 3 ini , Cluster The Dunster mengusung tema baru .",1
"Jika sebelumnya pada tahap 1 dan 2 bergaya minimalis modern , maka di tahap 3 ini Royal Tajur ingin mengusung kembali gaya arsitektur American style yang lima tahun lalu sukses dipasarkan di Cluster The Avebury .",2
Gaya rumah dengan arsitektur American style ini memiliki fasad rumah redesign .,1
Di lantai 2 ditambahan balkon yang membuat areanya jauh lebih luas dan dapat digunakan untuk bersantai menyaksikan panorama pegunungan .,2
""" Harga yang kami tawarkan mulai Rp 800 jutaan hingga Rp 1,3 miliar . Terdiri dari rumah 1 lantai tipe 38/84 ( LB/LT ) dan rumah 2 lantai tipe ( 69/84 ) dengan 3 kamar tidur , satu di bawah , dua di atas . Kami targetkan penjualan di kuartal pertama sebesar Rp 30 miliar , "" sebut Frans .",1
Harga tersebut akan dikenakan intensif Pajak Pertambahan Nilai Ditanggung Pemerintah dan promo tambahan berupa DP yang dibayarkan developer dan cash back biaya KPR .,1
"Menurut General Manager PT Tajur Surya Abadi , Hendra Gunawan , implementasi PPN DTP periode November hingga Desember 2023 terbukti mampu mendongkrak penjualan rumah dan apartemen di proyek mereka .",2
""" Terus terang kebijakan ini banyak ditunggu konsumen kami , karena potongan harganya cukup besar 11 persen . Jika harga properti Rp 1 miliar arti konsumen akan dapat diskon Rp 110 juta . Dan dalam rangka menyambut PMK PPN DTP ini , kami merilis pemasaran Cluster The Dunster tahap 3 dengan desain dan tampilan terbaru , "" kata Hendra .",1
""" Di tahap 3 ini kami pasarkan 100 unit rumah . Sesuai syarat PPN DTP 100 persen yang harus serah terima paling lambat di Juni 2024 akan siap 50 unit rumah , baik 1 lantai maupun 2 lantai . Sementara 50 unit kedua diperuntukkan program PPN DTP 50 persen yang paling lambat diserahterimakan 31 Desember 2024 , "" jelas Hendra .",1
Sebanyak 50 unit rumah di The Dunster tahap 3 disiapkan khusus untuk program PPN DTP 100% yang pembeliannya dilakukan sampai Juni 2024 .,1
Dia berpendapat The Dunster tahap 3 bisa melanjutkan kesuksesan pemasaran tahap 1 dan 2 yang berhasil terjual 95 persen .,2
""" Untuk itu , kami rencanakan akad massal kembali pada bulan Maret untuk pembelian Januari , Februari , dan Maret seperti sebelumnya kami adakan di bulan Desember 2023 .",1
"Dari 50 unit yang kami siap program PPN DTP 100 persen ditarget akan sold out sebelum Juni 2024 , "" ujarnya .",1
"Diskon gede-gedean meramaikan pesta demokrasi yang diselenggarakan pada 14 Februari 2024 lalu , atau bertepatan dengan hari pemilihan umum .",2
Konsumen bisa mendapat promo menarik dengan menunjukkan jari kelingking dengan tinta biru sebagai tanda sudah 'nyoblos' .,2
"Terkait ini , Ketua Umum Asosiasi Pengusaha Ritel Merek Global Indonesia ( Apregindo ) , Handaka Santosa menyebut ada kenaikan penjualan meski jumlahnya tak begitu besar .",2
Menurutnya promo tersebut memang untuk menyemarakan pesta demokrasi saja .,2
""" Ada kenaikan ( pada 14 Februari ) walaupun nggak begitu besar . Sometimes orang kan itu kan memang buat fun aja , "" katanya saat dijumpai di SOGO Plaza Senayan, Jakarta, Jumat ( 23/2/2024 ) .",2
Handaka yang juga Managing Director SOGO Indonesia menyebut promo tersebut merupakan partisipasi pelaku usaha ritel untuk mengajak masyarakat tidak golput .,2
Oleh karena itu ditawarkanlah berbagai diskon dengan syarat menunjukkan kelingking dengan tinta biru .,1
""" Jadi klingking fun itu partisipasi kita para peritel untuk supaya orang jangan golput kita cari yang fun makanya kita ngomong kelingking fun supaya kita dapat diskon atau something free , "" tuturnya .",2
"Sebelumnya, Ketua Umum Himpunan Penyewa Pusat Perbelanjaan Indonesia ( Hippindo ) , menyebut berbagai promo menarik tersedia di gerai-gerai pusat perbelanjaan di Indonesia pada 14 Februari 2024 .",1
""" Selesai pemilu Rabu 14 Februari , bisa jalan-jalan belanja ke Mall . Ada discount khusus dengan tunjukkan jari kelingkingmu yang masih ada tinta birunya , tanda sudah memilih , "" kata Budi dihubungi terpisah .",1
Komisi Pemilihan Umum ( KPU ) Kabupaten Bantul menyebut rekapitulasi suara untuk pemungutan suara ulang ( PSU ) berlangsung di masing-masing kapanewon ( kecamatan ) .,1
Hal ini mempertimbangkan faktor keamanan dan mempercepat rekapitulasi suara .,1
""" Untuk rekapitulasi suara PSU di lima TPS berlangsung di masing-masing kapanewon , "" kata Koordinator Divisi Data KPU Bantul , Arya Syailendra kepada wartawan , Jumat ( 23/2/2024 ) .",1
Arya menerangkan lima tempat pemungutan suara ( TPS ) yang melakukan coblosan ulang tersebar di tiga kapanewon .,2
"Rinciannya , satu TPS di Kasihan , dua di Banguntapan , dan dua lagi di Piyungan .",1
"Terkait alasan rekapitulasi suara PSU berlangsung di kantor kapanewon , Arya mengungkapkan ada beberapa faktor .",1
Salah satunya adalah untuk mempercepat laporan penghitungan suara yang saat ini sudah mencapai di tingkat kapanewon .,1
""" Kenapa rekapitulasi PSU di kantor kapanewon ? Pertimbangan keamanan dan juga mempercepat proses pelaporan rekapitulasi di tingkat kapanewon , "" ujarnya .",1
"Lebih lanjut , Arya menyebut pengiriman logistik untuk coblosan ulang mulai berlangsung sore nanti .",1
"Teknisnya , logistik diantar ke kantor kapanewon dan pagi harinya baru dikirim ke masing-masing TPS .",1
""" Selesai pencoblosan , logistik dikembalikan lagi di kantor kapanewon dan penghitungan suara dilakukan di kantor kapanewon , "" ucapnya .",1
"Sementara itu , Kapolres Bantul AKBP Michael R Risakotta mengatakan Polres Bantul siap mengamankan pelaksanaan PSU besok , Sabtu ( 24/2 ) .",1
Michael mengaku bakal mengerahkan personel untuk mengamankan PSU di lima TPS .,1
""" Ada 88 personel yang disiapkan untuk pengamanan lima TPS yang menggelar PSU di Bantul . Nantinya masing-masing TPS akan dijaga lima polisi , "" kata Michael .",1
Calon Legislatif ( Caleg ) DPRD Sulawesi Utara ( Sulut ) Jeane Laluyan menjalani pemeriksaan di Polda Sulut terkait kasus salah satu tim sukses ( Timses ) berinisial JW terkena operasi tangkap tangan ( OTT ) melakukan politik uang .,1
Jeane diperiksa selama kurang lebih 12 jam .,1
""" Saat ini ibu Jeane sudah menyelesaikan pemeriksaan di Polda Sulut , "" ujar perwakilan kuasa hukum Jeane Laluyan , Kris Tumbel kepada wartawan , Kamis ( 22/2/2024 ) .",1
Jeane Laluyan menjalani pemeriksaan di Polda Sulut pada Kamis ( 22/2 ) .,1
Kris Tumbel tidak memberikan keterangan lebih jauh terkait pemeriksaan Jeane .,0
""" Kurang lebih Hampir 12 Jam ( diperiksa penyidik ) , "" katanya .",1
Kris Tumbel memastikan Jeane menghormati proses hukum yang berlaku .,2
Dia meminta semua pihak menunggu hasil pemeriksaan yang dilakukan polisi .,1
""" Jadi minta maaf mungkin saat ini waktu kita tidak lama , yang pasti ibu Jeane menghormati setiap proses yang ada , "" kata Kris Tumbel .",0
""" Selebihnya kita lihat hasil proses pemeriksaan dari kepolisian mungkin hanya itu yang bisa kami sampaikan , "" tambahnya .",1
"Sebelumnya diberitakan , Jeane Laluyan membantah dirinya terlibat kasus salah satu timses berinisial JW yang terkena OTT melakukan politik uang .",0
Jeane menyebut apa yang dilakukan JW adalah inisiatifnya sendiri .,1
""" Iya , jadi perlu dijelaskan bahwa masalah penangkapan saudara Ucup ( JW ) , apalagi dengan terkait dengan uang yang ditemukan tidak ada hubungan dengan saya sama sekali , "" ucap Jeane Laluyan , Sabtu ( 17/2 ) .",0
Jeane membantah jika dirinya yang mendanai JW dalam melakukan politik uang .,0
Menurutnya tindakan money politic itu murni inisiatif dari JW .,1
""" Saya sudah membantah itu karena ini murni inisiatif dari saudara Ucup , "" tambah Jeane .",1
"Untuk diketahui , tiga orang timses Caleg di Sulut jadi tersangka politik uang .",0
Tim Satuan Anti Politik Uang Polda Sulut menyita Rp 137 juta dalam kasus ini .,1
""" Ketiga pelaku sudah dijadikan tersangka , "" ujar Ketua Bawaslu Sulut Ardiles Mewoh , Rabu ( 14/2 ) .",1
"Dia hanya menyebut dua pelaku diamankan di Manado yakni timses caleg DPRD Provinsi dan timses caleg DPRD Manado saat hendak beraksi pada H-1 Pemilu 2024 , Selasa ( 13/2 ) .",1
""" Ini dilakukan H-1 atau tanggal 13 Februari 2024 , itu yang satu ( ditangkap ) kira-kira pukul 17.00 Wita dan yang satu pukul 20.00 Wita di Kota Manado , "" lanjutnya .",1
Hak angket DPR ramai dibahas dalam momen Pemilihan Umum ( Pemilu ) 2024 .,1
Hak istimewa yang dimiliki DPR ini dibahas lantaran adanya dugaan kecurangan dalam pelaksanaan Pemilu .,0
Calon presiden nomor urut 03 Ganjar Pranowo mendorong pengusutan dugaan kecurangan tersebut lewat hak angket DPR .,0
Ia kemudian mengajak paslon 01 Anies Baswedan dan Muhaimin Iskandar dalam mengusulkan hak tersebut .,1
"Lalu , apa itu hak angket DPR ?",1
"Melansir dari laman resminya , hak angket adalah hak DPR untuk melakukan penyelidikan terhadap pelaksanaan suatu undang-undang / kebijakan pemerintah yang berkaitan dengan hal penting , strategis , dan berdampak luas pada kehidupan bermasyarakat , berbangsa , dan bernegara yang diduga bertentangan dengan peraturan perundang-undangan .",1
Hak angket merupakan salah satu pelaksanaan fungsi pengawasan DPR .,1
"Selain hak Angket , DPR dibekali dengan hak interpelasi dan hak menyatakan pendapat .",1
"Berdasarkan Undang-Undang Nomor 17 Tahun 2014 tentang Majelis Permusyawaratan Rakyat , Dewan Perwakilan Rakyat , Dewan Perwakilan Daerah , dan Dewan Perwakilan Rakyat Daerah , Pasal 73 berbunyi : Dalam hal pejabat negara dan / atau pejabat pemerintah sebagaimana dimaksud pada ayat ( 2 ) tidak hadir memenuhi panggilan setelah dipanggil 3 ( tiga ) kali berturut-turut tanpa alasan yang sah , DPR dapat menggunakan hak interphak elasi , angket , atau hak menyatakan pendapat atau anggota DPR dapat menggunakan hak mengajukan pertanyaan .",1
Venna Melinda terancam gagal melenggang ke Senayan pada Pemilu 2024 ini .,0
"Namun , Venna mengaku tak mau buru-buru menerima hasil perolehan suara yang belum final .",0
"Ia menyebut , dirinya kehilangan lebih dari 7 ribu suara .",0
"Memang , peluang Venna Melinda lolos sebagai anggota DPR RI 2024-2029 semakin kecil .",0
Ini berbanding terbalik dengan Verrell yang memiliki peluang lebih besar .,2
Venna pun menyoroti perolehan suaranya yang semakin mengecil .,0
""" Ya , karena suara aku hilang 7.000 ya , dua hari lalu 17.000 , pagi ini 10.000 , "" kata Venna Melinda dilansir dari detikHot usai ditemui di Studio Trans TV , Tendean, Jakarta Selatan , Kamis ( 22/2/2024 ) .",0
"Padahal , pada Pemilu 2019 , Venna bisa meraih 50 ribu suara .",1
""" Sepertinya ini suara terendah ya . Karena lima tahun lalu saya ada di 50.000 itu nggak pakai relawan , "" tambahnya .",0
"Meskipun begitu , Venna Melinda belum berputus asa .",1
Dia mau menunggu perolehan suara keseluruhan hingga akhir .,1
""" Jadi ya semoga kan ini perhitungan masih berlanjut jadi saya menunggu sampai 100% , "" tutur Venna Melinda .",1
"Melihat Verrell Bramasta memiliki peluang besar untuk lolos ke Senayan , Venna Melinda berharap putranya dapat konsisten dengan niatnya sebagai wakil rakyat .",1
""" Ya semoga dia masuk . Kalau dalam dunia politik dinamikanya tinggi , ya yang penting kalau nanti masuk , dia tetap konsisten dengan niatnya , "" ujar Venna Melinda .",1
Venna Melinda berpesan agar Verrell Bramasta bisa membagi waktu di tengah kesibukannya nanti menjadi anggota DPR RI .,1
""" Mudah-mudahan di bisa cepat adjusting karena beda banget masing-masing . Pertama nggak boleh terlena dengan pekerjaan artis , kedua ya harus fokus . Karena pekerjaan jadi anggota DPR banyak banget , "" ucap Venna Melinda .",1
Venna Melinda maju untuk Pileg DPR RI dari dapil Jatim VI lewat Partai Perindo .,1
"Namun , Perindo diprediksi tak lolos ke Senayan karena mendapat perolehan suara di bawah ambang batas parlemen atau parliamentary threshold , yaitu 4 persen .",0
Suara Venna Melinda di Dapil Jatim VI hingga pukul 16.00 WIB kemarin mencapai 10.977 .,1
"Di partainya , suara Venna Melinda memang berada di urutan pertama dibanding caleg lain yang diusung Perindo .",1
"Sementara itu , Verrell Bramasta yang maju lewat PAN di Dapil Jabar VII mendapatkan 22.535 berdasarkan data KPU versi real count pada pukul 16.00 WIB , kemarin .",1
Suara Verrel tertinggi di partainya .,2
PAN juga diprediksi lolos ambang batas parlemen .,2
Wakil Ketua Umum ( Waketum ) NasDem Ahmad Ali merespons capres nomor urut 3 Ganjar Pranowo yang mengusulkan pengguliran hak angket oleh DPR untuk mengusut dugaan kecurangan Pemilu 2024 .,0
Ahmad Ali meminta semua pihak tidak buru-buru mengatakan angket .,1
""" Jangan buru-buru untuk mengatakan angket lah , tapi kita sendiri nggak paham apa yang kita mau ambil , apa yang kemudian mau diangket ini apa ? Sebenarnya kan banyak sih menurut saya , makanya NasDem setuju-setuju saja . Cuma kan yang harus menginisiasi partai Pak Ganjar , saya tidak tahu apakah ini representasi suara PDP atau keinginan Pak Ganjar , "" ujar Ahmad Ali saat dihubungi , Jumat ( 23/2/2024 ) .",1
Ahmad Ali mengatakan hingga saat ini NasDem belum mendengar sikap resmi PDIP terkait hak angket .,1
Dia mengatakan partainya saat ini menunggu PDIP .,1
""" Sampai hari ini kita belum dengar sikap PDIP , kemarin Pak Sekjen NasDem kan sudah menyampaikan pernyataannya kan , mendukung tapi menunggu PDIP , "" katanya .",1
"Lebih lanjut , dia juga mempertanyakan jika melakukan hak angket , apa yang akan didalami .",1
"Jika hanya dugaan kecurangan pemilu , menurutnya itu bisa selesai di Bawaslu .",1
""" Kemudian apasih yang mau diangket ? Apakah pelaksanaan pemilu yang diangket karena Sirekap ? Kan menurut saya sih terlalu cetek kalau itu yang mau diangket . Gini , kecurangan pemilu kan bukan di situ , di Bawaslu . Kalau mau di angket kan harusnya penyalahgunaan wewenang oleh kekuasaan . Jadi , apa sih dugaan penyalahgunaan kewenangan itu apa , makanya kalau kecurangan pemilu itu cukup Bawaslu , "" jelasnya .",1
Dia juga mengatakan hak angket bisa terjadi jika ada dua partai politik di DPR yang menginisiasi .,1
NasDem sendiri perlu melihat substansi untuk mendukung angket itu .,2
""" Kalau kemudian angket ini dilaksanakan dan menjadi kehendak koalisi ya baru memenuhi syarat , 2 fraksi ya , PDIP dan PPP . Terus 25 anggota ya kan . Itu dulu , NasDem mau lihat dulu kalau ini serius menjadi keinginan PDIP ya kita lihat serius apa nggak . NasDem sudah menyatakan sikap mendukung angket , tapi kita harus lihat substansi apa , kalau hanya sekedar kecurangan pemilu ya cukup diselesaikan di Bawaslu , "" pungkasnya .",1
Badan Pengawas Pemilu ( Bawaslu ) mencatat sejumlah laporan pelanggaran selama proses tahapan pemilu .,1
Total ada 1.116 laporan dan 606 temuan pelanggaran .,1
"Berdasarkan data yang diterima , Jumat ( 23/2/2024 ) , dari 1.116 laporan , sebanyak 450 laporan telah diregistrasi .",1
"Sementara dari 606 temuan pelanggaran , yang telah diregistrasi sebanyak 523 temuan dan 83 temuan lainnya belum diregistrasi .",1
""" Hasil penanganan pelanggaran , 468 pelanggaran dan 299 bukan pelanggaran , 206 dalam proses penanganan pelanggaran , "" ujar Anggota Bawaslu RI Puadi .",1
"Jenis pelanggaran yang masuk diantaranya 63 pelanggaran administrasi , 37 dugaan tindak pidana pemilu , 245 pelanggaran kode etik dan 123 pelanggaran hukum lainnya .",1
Sulawesi Selatan menjadi provinsi dengan 49 temuan yang diregistrasi .,1
"Kemudian , Sumatera Utara merupakan provinsi dengan 49 laporan yang diregistrasi .",1
"Selanjutnya , Bawaslu juga mencatat sejumlah data pelanggaran tahapan kampanye .",1
Total 408 laporan dan 249 temuan .,1
"Dari 408 laporan yang masuk, 154 laporan telah diregistrasi .",1
"Sedangkan dari 249 temuan , 224 telah diregistrasi dan 25 lainnya belum diregistrasi .",1
""" Hasil penanganan pelanggaran tahapan kampanye , 132 pelanggaran dan 127 bukan pelanggaran , serta 11 masih dalam proses penanganan pelanggaran , "" paparnya .",1
"Jenis pelanggaran tahapan kampanye diantaranya , 5 pelanggaran administrasi , 29 dugaan tindak pidana pemilu , 30 pelanggaran kode etik , dan 66 pelanggaran hukum lainnya .",1
Puadi menuturkan Bawaslu juga mencatat ada 28 laporan dan 7 temuan yang masuk terkait dugaan pelanggaran di masa tenang .,1
"Dari 28 laporan , 9 telah diregistrasi .",1
"Lalu , dari 7 temuan , 4 temuan diregistrasi .",1
""" Hasil penanganan pelanggaran tahapan masa tenang , satu pelanggaran dan satu bukan pelanggaran , serta 11 masih dalam proses penanganan pelanggaran , "" paparnya .",1
""" Jenis pelanggaran tahapan kampanye di antaranya , satu pelanggaran kode etik , "" sambungnya .",1
"Lebih lanjut , Puadi juga menjelaskan ada 49 laporan dan 16 temuan yang masuk terkait pelanggaran tahapan pemungutan dan penghitungan suara .",1
Sebanyak 14 laporan dan 10 temuan telah diregistrasi .,1
""" Hasil penanganan pelanggaran tahapan pemungutan dan penghitungan suara , tiga pelanggaran dan satu bukan pelanggaran , serta 20 masih dalam proses penanganan pelanggaran , "" paparnya .",1
""" Jenis pelanggaran tahapan kampanye di antaranya , dua pelanggaran kode etik , dan satu pelanggaran hukum lainnya , "" lanjut dia .",1
Puadi mengatakan ada pula laporan dan temuan mengenai dugaan pelanggaran netralitas ASN .,1
Total ada 12 laporan dan 62 temuan .,1
""" 12 laporan dan 62 temuan diregistrasi . 72 merupakan pelanggaran dan satu bukan pelanggaran , "" jelas Puadi .",1
"Dewi Kumalasari istri Gubernur Kepulauan Riau ( Kepri ) Ansar Ahmad mendapatkan perolehan suara tertinggi di Dapil Kepri 2 , Kabupaten Bintan dan Lingga .",2
Dewi Kumalasari sementara mendapatkan perolehan suara 9.303 .,1
"Dilihat detikSumut , Jumat ( 23/2/2024 ) di situs pemilu2024.kpu.go.id , jumlah surat suara yang masuk sudah mencapai 64,13% atau 547 dari 853 TPS .",1
"Real count KPU terakhir update pada Kamis ( 22/2 ) , pukul 19.00 WIB .",1
